Item Number,Item Name,Buy,Sell,Inventory,Asset Acct,Income Acct,Expense/COS Acct,Description,Use Desc. On Invoice,Custom List 1,Custom List 2,Custom List 3,Custom Field 1,Custom Field 2,Custom Field 3,Primary Supplier,Supplier Item Number,Tax Code When Bought,Buy Unit Measure,No. Items/Buy Unit,Reorder Quantity,Minimum Level,Selling Price,Sell Unit Measure,Tax Code When Sold,Sell Price Inclusive,Sales Tax Calc. Method,No. Items/Sell Unit,Quantity Break 1,Quantity Break 2,Quantity Break 3,Quantity Break 4,Quantity Break 5,"Price Level A, Qty Break 1","Price Level B, Qty Break 1","Price Level C, Qty Break 1","Price Level D, Qty Break 1","Price Level E, Qty Break 1","Price Level F, Qty Break 1","Price Level A, Qty Break 2","Price Level B, Qty Break 2","Price Level C, Qty Break 2","Price Level D, Qty Break 2","Price Level E, Qty Break 2","Price Level F, Qty Break 2","Price Level A, Qty Break 3","Price Level B, Qty Break 3","Price Level C, Qty Break 3","Price Level D, Qty Break 3","Price Level E, Qty Break 3","Price Level F, Qty Break 3","Price Level A, Qty Break 4","Price Level B, Qty Break 4","Price Level C, Qty Break 4","Price Level D, Qty Break 4","Price Level E, Qty Break 4","Price Level F, Qty Break 4","Price Level A, Qty Break 5","Price Level B, Qty Break 5","Price Level C, Qty Break 5","Price Level D, Qty Break 5","Price Level E, Qty Break 5","Price Level F, Qty Break 5",Inactive Item,Standard Cost,Default Ship/Sell Location,Default Recvd/Auto Location
WCCPBW20010040,White Paper Bag 200x100x40,B,S,I,11591,41071,51081,,,,,NIL,,,,,,GST,,1,0,0,10,,GST,,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,,
WFPCCW33D,Capri C/Wrap 33cmx600m,B,S,I,11591,41071,51081,C8,,,,NIL,,,,,CCW33D,GST,1,1,0,0,140.88,,GST,,0,1,0,0,0,0,0,140.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,74.2,,
WFPC408DL,Food Bowl Dome Lid 8oz 5pks,B,S,I,11591,41071,51081,D7A,,,,NIL,,,,,C408DL,GST,,1,0,0,77.83,,GST,,0,1,0,0,0,0,0,77.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,37.58,,
WFPCPR3015,Produce Rolls 38x25cm 6 rolls,B,S,I,11591,41071,51081,IA,,,,NIL,,,,,CPR3015,GST,,1,0,0,71.95,,GST,,0,1,0,0,0,0,0,71.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,57.56,,
LN0068,FP.CNL0125..2ply Burgundy 1/4,B,S,I,11591,41071,51081,Lunch Napkin 2ply QTR fold 30 x 30cm Burg,X,Napkin,Luncheon Napkin Colour,NIL,CTN,125/SLV x 16,,FPA,C-NL0125,GST,CTN,1,0,0,79.65,CTN,GST,,0,1,0,0,0,0,0,79.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,58.91,,
WFPCDS0585,Flexi Straw Blk 210mm 6 pack,B,S,I,11591,41071,51081,D6B,,,,NIL,,,,,CDS0585,GST,1,1,0,0,42.83,1,GST,,0,1,0,0,0,0,0,42.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,22.2,,
WFP2187951,Roll Towel White 90m 16 rolls,B,S,I,11591,41071,51081,C4,,,,NIL,,,,,2187951,GST,1,1,0,0,71.5,1,GST,,0,1,0,0,0,0,0,71.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,45.42,,
WFPCGV0002,Glove Powdered Med,B,S,I,11591,41071,51081,D4A,,,,NIL,,,,,CGV0002,GST,,1,0,0,47.28,,GST,,0,1,0,0,0,0,0,47.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,24.5,,
WFPCS11W,Plastic Carry Bag Lge - 2000/C,B,S,I,11591,41071,51081,Plastic Carry Bag Lge - 2000/CTN\r\n,X,,,NIL,CTN,SLV250 X 8,,FPA,CS11W,GST,CTN,1,0,0,96.04,CTN,GST,,0,1,0,0,0,0,0,96.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,49.77,,
WFPCS10W,Plastic Carry Bag Med - 3000CT,B,S,I,11591,41071,51081,Plastic Carry Bag Med - 3000CTN\r\n,X,,,NIL,CTN,SLV250 X 12,,FPA,CS10W,GST,CTN,1,0,0,73.33,CTN,GST,,0,1,0,0,0,0,0,73.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,41.54,,
WFPCFC446,Foil Medium Container 30oz,B,S,I,11591,41071,51081,C10-2,,,,NIL,,,,,CFC446,GST,,1,0,0,74.98,,GST,,0,1,0,0,0,0,0,74.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,45.3,,
WFPCGB1202,Garbage Bg 75-80L H/D 5x50 BLK,B,S,I,11591,41071,51081,C1,,,,NIL,,,,,CGB1202,GST,1,1,0,0,58,1,GST,,0,1,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,30.05,,
WFPCBL1200R,Garbage Bag 72-75L Blk 10x50,B,S,I,11591,41071,51081,C1,,,,NIL,,,,,CBL1200R,GST,,1,0,0,57.9,,GST,,0,1,0,0,0,0,0,57.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,34.98,,
WFPCPP0496,Plastic Sauce container 70ml,B,S,I,11591,41071,51081,G2-2,,,,NIL,,,,,CPP0496,GST,,1,0,0,60.71,,GST,,0,1,0,0,0,0,0,60.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,33.35,,
CUT0164,TA.PLASTIC SPORKS - WHITE,B,S,I,11591,41071,51081,PLASTIC SPORKS  WHITE,X,Tabletops,Cutlery,NIL,SLV,100/SLV X 40,,Tailored Packaging (WA) Pty Ltd,SPK-4,GST,CTN,40,0,0,1.5,SLV,GST,,0,1,0,0,0,0,0,1.501,1.33,1.33,1.33,1.33,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,46.2,,
CUT0165,TA.CHINESE SOUP SPOON WHITE,B,S,I,11591,41071,51081,CHINESE SOUP SPOON WHITE,X,Tabletops,Cutlery,NIL,SLV,100/SLV X 40,,Tailored Packaging (WA) Pty Ltd,CSS-4,GST,CTN,40,0,0,1.5,SLV,GST,,0,1,0,0,0,0,0,1.501,1.43,1.43,1.43,1.43,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,46.2,,
FR0011,TA.44CM FOIL ROLL X 150M GP,B,S,I,11591,41071,51081,44CM FOIL ROLL X 150M GENERAL PURPOSE,X,Kitchen,Aluminium foil roll,NIL,ROLL,6 Rolls / CTN,,Tailored Packaging (WA) Pty Ltd,TPFR44,GST,CTN,6,0,0,16.89,ROLL,GST,,0,1,0,0,0,0,0,16.893,18.11,18.11,18.11,18.11,18.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,77.97,,
GB0070,TA.73L H/D B/LINER BLK,B,S,I,11591,41071,51081,73 LTR H/DUTY LD BLK B/LINER 920X760MM,X,Janitorial and Washroom,Garbage Bags,NIL,SLV,25/SLV x 10,,Tailored Packaging (WA) Pty Ltd,LDBIN73HRH-WA,GST,CTN,10,0,0,3.23,ROLL,GST,,0,1,0,0,0,0,0,3.229,18.11,18.11,18.11,18.11,18.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,24.84,,
SW16,BI.Sandwich box window,B,S,I,11591,41071,51081,Sandwich wedge box with window\r\n123 x 72 x79mm\r\nFSC Mi printed kraft look,X,Paper Container,Sandwich Wedges ECO,Containers,SLV,250/SLV x 2,,Biopak,BB-SW-MEDIUM2,GST,CTN,2,0,0,48.26,SLV,GST,,0,1,0,0,0,0,0,48.262,46.8,46.8,46.8,46.8,46.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,74.25,,
PCC0127,BI.600-700ml bowl lid clear,B,S,I,11591,41071,51081,600 and 700 143mm bowl lid  clear,X,Cups,Plastic Clear Cold Cups ECO,NIL,SLV,50/SLV x 12,,Biopak,C-143,GST,CTN,12,0,0,6.02,SLV,GST,,0,1,0,0,0,0,0,6.018,5.03,5.03,5.03,5.03,5.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,55.55,,
PCC0126,BI.700ml bowl,B,S,I,11591,41071,51081,700ml bowl 143mm clear,X,Cups,Plastic Clear Cold Cups ECO,NIL,SLV,50/SLV x 12,,Biopak,P-700W,GST,CTN,12,0,0,13.88,SLV,GST,,0,1,0,0,0,0,0,13.877,11.61,11.61,11.61,11.61,11.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,128.1,,
WFPCPP0495,Sauce container 70-100ml Lid,B,S,I,11591,41071,51081,G2-2,,,,NIL,,,,,CPP0495,GST,,1,0,0,41.37,,GST,,0,1,0,0,0,0,0,41.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,23.57,,
WFPCS08W,Plastic Carry Bag Small 20 pks,B,S,I,11591,41071,51081,D7,,,,NIL,,,,FPA,CS08W,GST,,1,20,0,58.5,,GST,,0,1,0,0,0,0,0,58.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,46.73,,
WFPCPC0801,White Plastic Forks,B,S,I,11591,41071,51081,D5,,,,NIL,,,,,CPC0801,GST,1,1,0,0,89.74,,GST,,0,1,0,0,0,0,0,89.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,46.5,,
WFPCTT4161,T/Roll 1ply Jumbo 500m,B,S,I,11591,41071,51081,C3,,,,NIL,,,,,CTT4161,GST,,1,0,0,18,,GST,,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,13.99,,
TP0059,CTT4172,B,S,I,11591,41071,51081,Toilet Roll 2ply Jumbo 300m,,Janitorial and Washroom,Toilet Paper/Jumbo Toilet Roll,NIL,CTN,8 Rolls / CTN,,FPA,C-TT4172,GST,CTN,1,0,0,52.06,CTN,GST,,0,1,0,0,0,0,0,52.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,34.82,,
WFPCGV0003,Glove powdered clear large,B,S,I,11591,41071,51081,D4A,,,,NIL,,,,,CGV0003,GST,,1,0,0,47.28,,GST,,0,1,0,0,0,0,0,47.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,24.5,,
*WWL30500M*,*Lunch 1ply 30*30 Wht M Napki*,B,S,I,11505,41021,51021,W Lunch 1ply 30*30 Wht 1/4 Napk - 3000/CTN\r\n,X,Napkin,Luncheon Napkin,NIL,CTN,PKT500 X 6,,Zhiyuan,WWL30500M,FRE,CTN,1,0,0,20.01,CTN,GST,,0,1,0,0,0,0,0,20.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,,
WFPCPP0497,Container Round PP Micro 100ml,B,S,I,11591,41071,51081,G2-2,,,,NIL,,,,,CPP0497,GST,,1,0,0,56.74,,GST,,0,1,0,0,0,0,0,56.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,33.35,,
WFPCND0164,Napkin 2 ply Dinner Dark Green,B,S,I,11591,41071,51081,D8B 125x8pks,,,,NIL,,,,,CND0164,GST,1,1,0,0,48,1,GST,,0,1,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,38.13,,
WCCP089619,Gloves Large,B,S,I,11591,41071,51081,,,,,NIL,,,,,,GST,,1,0,0,0,,GST,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,,
WFPCPR3017,Produce Rolls Large 42x25,B,S,I,11591,41071,51081,IA,,,,NIL,,,,,CPR3017,GST,,1,0,0,65.59,,GST,,0,1,0,0,0,0,0,65.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,52.47,,
WFPCND0167,Napkin 2ply Dinner Gold,B,S,I,11591,41071,51081,D8B 125x8pks,,,,NIL,,,,,CND0167,GST,1,1,0,0,48,1,GST,,0,1,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,38.13,,
DN0034,FP.CND0162..1/4 Dinner Npk RED,B,S,I,11591,41071,51081,Napkin 2ply QTR Fold Dinner Red,X,Napkin,Dinner Napkin Colour,NIL,CTN,125/SLV X 8,,FPA,C-ND0162,GST,CTN,1,0,0,48.33,CTN,GST,,0,1,0,0,0,0,0,48.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,35.75,,
WFPCPC0805,Plastic Chinese Spoon White,B,S,I,11591,41071,51081,D5,,,,NIL,,,,,CPC0805,GST,,1,0,0,95.21,,GST,,0,1,0,0,0,0,0,95.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,49.34,,
WFPCLT0673,Lid Plast Hotcup 12n16oz White,B,S,I,11591,41071,51081,B1,,,,NIL,,,,,CLT0673,GST,,1,0,0,61.28,,GST,,0,1,0,0,0,0,0,61.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,31.76,,
WFPCHC0644,Cup C/Wave Wrap Brown 12oz,B,S,I,11591,41071,51081,C4,,,,NIL,,,,,CHC0644,GST,,1,0,0,100.19,,GST,,0,1,0,0,0,0,0,100.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,51.92,,
WFPCPDC350,Cup Plast Clear 12oz(350ml),B,S,I,11591,41071,51081,E2,,,,NIL,,,,,CPDC350,GST,1,1,0,0,78.14,1,GST,,0,1,0,0,0,0,0,78.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,39.64,,
WFPCPDC425,Cup Plast Clear 14/15oz,B,S,I,11591,41071,51081,E2,,,,NIL,,,,,CPDC425,GST,,1,0,0,111.69,,GST,,0,1,0,0,0,0,0,111.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,57.88,,
WFPCFLSML,Lid Plast Flat T/S PDC200-350,B,S,I,11591,41071,51081,C1A,,,,NIL,,,,,CFLSML,GST,1,1,0,0,79.44,1,GST,,0,1,0,0,0,0,0,79.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,41.17,,
WFPCFLLGE,Lid Plast Flat T/S CPDC425-620,B,S,I,11591,41071,51081,"C1A 10pk/carton,100pcs/pk",,,,NIL,,,,,CFLLGE,GST,1,1,0,0,68.95,1,GST,,0,1,0,0,0,0,0,68.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,35.73,,
WFPCSEA17,Foam Large Dinner pack,B,S,I,11591,41071,51081,D3A,,,,NIL,,,,,SEA17,GST,,1,0,0,79.79,,GST,,0,1,0,0,0,0,0,79.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,41.34,,
WFPCSEA4,Foam Large Snack Pack,B,S,I,11591,41071,51081,D3A,,,,NIL,,,,,SEA4,GST,1,1,0,0,61.37,,GST,,0,1,0,0,0,0,0,61.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,31.8,,
PPB0038,FP.FPA0350..P/Bag G/P 200x205,B,S,I,11591,41071,51081,Paper Bag Greaseproof Lined 1S 200x205mm,X,Bags,Standard Paper Bags,NIL,REAM,500 Bags / Ream,C7-1,FPA,FPA0350,GST,REAM,1,0,0,26.77,REAM,GST,,0,1,0,0,0,0,0,26.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,19.8,,
LW0047,FP.CGP4747..Grease/P 400X330MM,B,S,I,11591,41071,51081,Greaseproof paper 400x330mm,X,Kitchen,Lunch wrap,NIL,REAM,800/REAM,,FPA,C-GP4747,GST,REAM,1,0,0,20.08,REAM,GST,,0,1,0,0,0,0,0,20.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,14.85,,
WFPCGB1207R,Garbage Bag 80L XHD BLK 250CTN,B,S,I,11591,41071,51081,,,,,NIL,CTN,SLV25 x 10,,FPA,CGB1207R,GST,,1,10,5,86.84,,GST,,0,1,0,0,0,0,0,86.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,42.75,,
WFPCGB1212,Garbage Bag 120L H/D BLK,B,S,I,11591,41071,51081,C1,,,,NIL,,,,,CGB1212,GST,,1,0,0,87.67,,GST,,0,1,0,0,0,0,0,87.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,45.43,,
WFPCCW45D,Capri C/Wrap 45cmx600m,B,S,I,11591,41071,51081,C8,,,,NIL,,,,,CCW45D,GST,1,1,0,0,192.28,,GST,,0,1,0,0,0,0,0,192.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,99.64,,
PCC0125,BI.240-960ml bowl lid clear,B,S,I,11591,41071,51081,240 960ml 121mm bowl lid clear,X,Cups,Plastic Clear Cold Cups ECO,NIL,SLV,50/SLV x 10,,Biopak,C-121,GST,CTN,10,0,0,4.36,SLV,GST,,0,1,0,0,0,0,0,4.361,3.65,3.65,3.65,3.65,3.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,33.55,,
PCC0124,BI.960ml bowl 121mm clear,B,S,I,11591,41071,51081,960ml bowl 121mm clear,X,Cups,Plastic Clear Cold Cups ECO,NIL,SLV,25/SLV x 20,,Biopak,P-960,GST,CTN,20,0,0,8.85,SLV,GST,,0,1,0,0,0,0,0,8.845,7.4,7.4,7.4,7.4,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,136.07,,
PCC0123,BI.700ml bowl 121mm clear,B,S,I,11591,41071,51081,700ml bowl 121mm clear,X,Cups,Plastic Clear Cold Cups ECO,NIL,SLV,50/SLV x 10,,Biopak,P-700,GST,CTN,10,0,0,14.43,SLV,GST,,0,1,0,0,0,0,0,14.429,12.08,12.08,12.08,12.08,12.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,110.99,,
PCC0122,BI.500ml bowl 121mm clear,B,S,I,11591,41071,51081,500ml bowl 121mm clear,X,Cups,Plastic Clear Cold Cups ECO,NIL,SLV,50/SLV x 10,,Biopak,P-500,GST,CTN,10,0,0,9.94,SLV,GST,,0,1,0,0,0,0,0,9.938,8.32,8.32,8.32,8.32,8.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,76.45,,
PCC0121,BI.360ml bowl 121mm clear,B,S,I,11591,41071,51081,360ml bowl 121mm clear,X,Cups,Plastic Clear Cold Cups ECO,NIL,SLV,50/SLV x 10,,Biopak,P-360,GST,CTN,10,0,0,8.36,SLV,GST,,0,1,0,0,0,0,0,8.358,6.99,6.99,6.99,6.99,6.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,64.3,,
PCC0120,BI.240ml bowl 121mm clear,B,S,I,11591,41071,51081,240ml bowl 121mm clear,X,Cups,Plastic Clear Cold Cups ECO,NIL,SLV,50/SLV x 10,,Biopak,P-240,GST,CTN,10,0,0,7.04,SLV,GST,,0,1,0,0,0,0,0,7.043,5.89,5.89,5.89,5.89,5.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,54.18,,
NFC0109,BI.3 compartment  lid,B,S,I,11591,41071,51081,3 compartment large sugarcane lid 232x232mm natural,X,Tabletops,Natural Fibre Clam,NIL,SLV,150/SLV x 2,,Biopak,B-LBL-3C-N-LARGE,GST,CTN,2,0,0,42.4,SLV,GST,,0,1,0,0,0,0,0,42.399,42.4,42.4,42.4,42.4,42.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,65.23,,
WFPCND0160,Napkin 2 ply dinner wht,B,S,I,11591,41071,51081,D8B,,,,NIL,,,,,CND0160,GST,,1,0,0,27,,GST,,0,1,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,20.99,,
WFPCPP0490,Container round portion 1oz,B,S,I,11591,41071,51081,"C1A 100pcs/sleeve, 50sleeves/carton",,,,NIL,,,,,CPP0490,GST,,1,0,0,179.04,1,GST,,0,1,0,0,0,0,0,179.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,92.81,,
WFPCFL0522,Lid Plast FLT T/S CPP0490,B,S,I,11591,41071,51081,D1 100pcs/sleeves 50sleeves/carton,,,,NIL,,,,,CFL0522,GST,,1,0,0,108.21,1,GST,,0,1,0,0,0,0,0,108.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,56.07,,
WCC066234,Glad Foil cart H/duty 45cmx150,B,S,I,11591,41071,51081,,,,,NIL,,,,,,GST,,1,0,0,0,,GST,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,91.96,,
WCC316362,Paper Bag White 500pcs,B,S,I,11591,41071,51081,,,,,NIL,,,,,,GST,,1,0,0,0,,GST,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,,
WWDY40100,Dinner 2ply Yellow 1/4 Napkin,B,S,I,11505,41021,51021,Dinner 2ply Yellow QTR Fold Napkin,,Napkin,Dinner Napkin Colour,NIL,CTN,100/SLV x 10,,,WWDY40100,FRE,,1,0,0,46.48,,GST,,0,1,0,0,0,0,0,46.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,,
WWDY40100M,Dinner 2ply Yellow M Napkin,B,S,I,11505,41021,51021,Dinner 2ply Yellow M Fold Napkin,,Napkin,Dinner Napkin Colour,NIL,,100/SLV x 10,,,WWDY40100M,FRE,,1,0,0,76.21,,GST,,0,1,0,0,0,0,0,76.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,58.62,,
WWLS3055,C/bag wht L 30+15x55cm,B,S,I,11505,41021,51021,I1A 2,,,,NIL,,,,,,FRE,,1,0,0,52,,GST,,0,1,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,,
WWMS2550,C/bag wht M 25+12x50cm,B,S,I,11505,41021,51021,I1A 2,,,,NIL,,,,,,FRE,,1,0,0,70.46,,GST,,0,1,0,0,0,0,0,70.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,,
WWSS2041,C/Bag Wht S 20+10x41cm,B,S,I,11510,41025,51030,I 2,,,,NIL,,,,,,FRE,,1,0,0,55,,GST,,0,1,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,,
WWG76100,80Lt  G/Bags Blk 76x100cm,B,S,I,11510,41025,51030,I 4,,,,NIL,,,,,,FRE,,1,0,0,34.37,,GST,,0,1,0,0,0,0,0,34.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,,
WWG7690,72Lt  G/Bags Blk 76x90cm,B,S,I,11510,41025,51030,72L Garbage Bag BLK - 250/CTN,X,,,NIL,SLV,SLV25 X 10,,,,FRE,,1,0,0,29.51,,GST,,0,1,0,0,0,0,0,29.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,,
WWP2545L,Produce Bag Wht L 25+10x45cm,B,S,I,11510,41025,51030,I6B 6,,,,NIL,,,,,,FRE,,1,0,0,66,,GST,,0,1,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,,
WWP2542M,Produce Bag M Wht 25+5x42cm,B,S,I,11510,41025,51030,I7A 6,,,,NIL,,,,,,FRE,,1,0,0,53.61,,GST,,0,1,0,0,0,0,0,53.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,,
WWP2538S,Produce Bag Wht S 25x38cm,B,S,I,11510,41025,51030,I6A 6,,,,NIL,,,,,,FRE,,1,0,0,57.02,,GST,,0,1,0,0,0,0,0,57.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,,
WWBRW3050-O,H/Duty Wipes Blue 300x500mm,B,S,I,11505,41021,51021,IA,,,,NIL,,,,Zhiyuan,,FRE,,1,0,0,81.43,,GST,,0,1,0,0,0,0,0,81.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,38.33,,
